Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date
"166600","CVE-2021-23445","7.5","Critical","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.3.1 Multiple Vulnerabilities (TNS-2022-20)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.3.1. It is, therefore, affected by multiple vulnerabilities, including:

  - A use-after-free vulnerability in the doContent function in xmlparse.c in libexpat. (CVE-2022-40674)

  - A path traversal vulnerability in the locale string handling functionality of Moment.js. (CVE-2022-24785)

  - A denial of service vulnerability in the string-to-date parsing functinality in Moment.js (CVE-2022-31129)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.3.1 or later.","https://www.tenable.com/security/tns-2022-20","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.3.1
","I","9.8","6.2","9.1","High","","IAVA:2023-A-0059-S","","2022/10/27","2024/02/16"
"166600","CVE-2022-2309","7.5","Critical","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.3.1 Multiple Vulnerabilities (TNS-2022-20)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.3.1. It is, therefore, affected by multiple vulnerabilities, including:

  - A use-after-free vulnerability in the doContent function in xmlparse.c in libexpat. (CVE-2022-40674)

  - A path traversal vulnerability in the locale string handling functionality of Moment.js. (CVE-2022-24785)

  - A denial of service vulnerability in the string-to-date parsing functinality in Moment.js (CVE-2022-31129)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.3.1 or later.","https://www.tenable.com/security/tns-2022-20","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.3.1
","I","9.8","6.2","9.1","High","","IAVA:2023-A-0059-S","","2022/10/27","2024/02/16"
"166600","CVE-2022-23308","7.5","Critical","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.3.1 Multiple Vulnerabilities (TNS-2022-20)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.3.1. It is, therefore, affected by multiple vulnerabilities, including:

  - A use-after-free vulnerability in the doContent function in xmlparse.c in libexpat. (CVE-2022-40674)

  - A path traversal vulnerability in the locale string handling functionality of Moment.js. (CVE-2022-24785)

  - A denial of service vulnerability in the string-to-date parsing functinality in Moment.js (CVE-2022-31129)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.3.1 or later.","https://www.tenable.com/security/tns-2022-20","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.3.1
","I","9.8","6.2","9.1","High","","IAVA:2023-A-0059-S","","2022/10/27","2024/02/16"
"166600","CVE-2022-24785","7.5","Critical","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.3.1 Multiple Vulnerabilities (TNS-2022-20)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.3.1. It is, therefore, affected by multiple vulnerabilities, including:

  - A use-after-free vulnerability in the doContent function in xmlparse.c in libexpat. (CVE-2022-40674)

  - A path traversal vulnerability in the locale string handling functionality of Moment.js. (CVE-2022-24785)

  - A denial of service vulnerability in the string-to-date parsing functinality in Moment.js (CVE-2022-31129)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.3.1 or later.","https://www.tenable.com/security/tns-2022-20","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.3.1
","I","9.8","6.2","9.1","High","","IAVA:2023-A-0059-S","","2022/10/27","2024/02/16"
"166600","CVE-2022-29824","7.5","Critical","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.3.1 Multiple Vulnerabilities (TNS-2022-20)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.3.1. It is, therefore, affected by multiple vulnerabilities, including:

  - A use-after-free vulnerability in the doContent function in xmlparse.c in libexpat. (CVE-2022-40674)

  - A path traversal vulnerability in the locale string handling functionality of Moment.js. (CVE-2022-24785)

  - A denial of service vulnerability in the string-to-date parsing functinality in Moment.js (CVE-2022-31129)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.3.1 or later.","https://www.tenable.com/security/tns-2022-20","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.3.1
","I","9.8","6.2","9.1","High","","IAVA:2023-A-0059-S","","2022/10/27","2024/02/16"
"166600","CVE-2022-31129","7.5","Critical","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.3.1 Multiple Vulnerabilities (TNS-2022-20)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.3.1. It is, therefore, affected by multiple vulnerabilities, including:

  - A use-after-free vulnerability in the doContent function in xmlparse.c in libexpat. (CVE-2022-40674)

  - A path traversal vulnerability in the locale string handling functionality of Moment.js. (CVE-2022-24785)

  - A denial of service vulnerability in the string-to-date parsing functinality in Moment.js (CVE-2022-31129)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.3.1 or later.","https://www.tenable.com/security/tns-2022-20","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.3.1
","I","9.8","6.2","9.1","High","","IAVA:2023-A-0059-S","","2022/10/27","2024/02/16"
"166600","CVE-2022-37434","7.5","Critical","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.3.1 Multiple Vulnerabilities (TNS-2022-20)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.3.1. It is, therefore, affected by multiple vulnerabilities, including:

  - A use-after-free vulnerability in the doContent function in xmlparse.c in libexpat. (CVE-2022-40674)

  - A path traversal vulnerability in the locale string handling functionality of Moment.js. (CVE-2022-24785)

  - A denial of service vulnerability in the string-to-date parsing functinality in Moment.js (CVE-2022-31129)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.3.1 or later.","https://www.tenable.com/security/tns-2022-20","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.3.1
","I","9.8","6.2","9.1","High","","IAVA:2023-A-0059-S","","2022/10/27","2024/02/16"
"166600","CVE-2022-40674","7.5","Critical","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.3.1 Multiple Vulnerabilities (TNS-2022-20)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.3.1. It is, therefore, affected by multiple vulnerabilities, including:

  - A use-after-free vulnerability in the doContent function in xmlparse.c in libexpat. (CVE-2022-40674)

  - A path traversal vulnerability in the locale string handling functionality of Moment.js. (CVE-2022-24785)

  - A denial of service vulnerability in the string-to-date parsing functinality in Moment.js (CVE-2022-31129)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.3.1 or later.","https://www.tenable.com/security/tns-2022-20","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.3.1
","I","9.8","6.2","9.1","High","","IAVA:2023-A-0059-S","","2022/10/27","2024/02/16"
"166670","CVE-2016-10744","4.3","Medium","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.4.0 Multiple Vulnerabilities (TNS-2022-21)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.4.0. It is, therefore, affected by multiple vulnerabilities, including:

  - An authenticated attacker could utilize the identical agent and cluster node linking keys to potentially allow for a
    scenario where unauthorized disclosure of agent logs and data is present. (CVE-2022-3499)
  
  - An authenticated attacker could modify the client-side behavior to bypass the protection mechanisms resulting in
    potentially unexpected interactions between the client and server. (CVE-2022-3498)

  - Cross-site scripting in the checkboxradio widget in JQuery UI. (CVE-2022-31160)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.4.0 or later.","https://www.tenable.com/security/tns-2022-21","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.4.0
","","6.5","3.6","6.0","Medium","","","","2022/10/28","2024/06/13"
"166670","CVE-2021-41182","4.3","Medium","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.4.0 Multiple Vulnerabilities (TNS-2022-21)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.4.0. It is, therefore, affected by multiple vulnerabilities, including:

  - An authenticated attacker could utilize the identical agent and cluster node linking keys to potentially allow for a
    scenario where unauthorized disclosure of agent logs and data is present. (CVE-2022-3499)
  
  - An authenticated attacker could modify the client-side behavior to bypass the protection mechanisms resulting in
    potentially unexpected interactions between the client and server. (CVE-2022-3498)

  - Cross-site scripting in the checkboxradio widget in JQuery UI. (CVE-2022-31160)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.4.0 or later.","https://www.tenable.com/security/tns-2022-21","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.4.0
","","6.5","3.6","6.0","Medium","","","","2022/10/28","2024/06/13"
"166670","CVE-2021-41183","4.3","Medium","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.4.0 Multiple Vulnerabilities (TNS-2022-21)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.4.0. It is, therefore, affected by multiple vulnerabilities, including:

  - An authenticated attacker could utilize the identical agent and cluster node linking keys to potentially allow for a
    scenario where unauthorized disclosure of agent logs and data is present. (CVE-2022-3499)
  
  - An authenticated attacker could modify the client-side behavior to bypass the protection mechanisms resulting in
    potentially unexpected interactions between the client and server. (CVE-2022-3498)

  - Cross-site scripting in the checkboxradio widget in JQuery UI. (CVE-2022-31160)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.4.0 or later.","https://www.tenable.com/security/tns-2022-21","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.4.0
","","6.5","3.6","6.0","Medium","","","","2022/10/28","2024/06/13"
"166670","CVE-2021-41184","4.3","Medium","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.4.0 Multiple Vulnerabilities (TNS-2022-21)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.4.0. It is, therefore, affected by multiple vulnerabilities, including:

  - An authenticated attacker could utilize the identical agent and cluster node linking keys to potentially allow for a
    scenario where unauthorized disclosure of agent logs and data is present. (CVE-2022-3499)
  
  - An authenticated attacker could modify the client-side behavior to bypass the protection mechanisms resulting in
    potentially unexpected interactions between the client and server. (CVE-2022-3498)

  - Cross-site scripting in the checkboxradio widget in JQuery UI. (CVE-2022-31160)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.4.0 or later.","https://www.tenable.com/security/tns-2022-21","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.4.0
","","6.5","3.6","6.0","Medium","","","","2022/10/28","2024/06/13"
"166670","CVE-2022-31160","4.3","Medium","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.4.0 Multiple Vulnerabilities (TNS-2022-21)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.4.0. It is, therefore, affected by multiple vulnerabilities, including:

  - An authenticated attacker could utilize the identical agent and cluster node linking keys to potentially allow for a
    scenario where unauthorized disclosure of agent logs and data is present. (CVE-2022-3499)
  
  - An authenticated attacker could modify the client-side behavior to bypass the protection mechanisms resulting in
    potentially unexpected interactions between the client and server. (CVE-2022-3498)

  - Cross-site scripting in the checkboxradio widget in JQuery UI. (CVE-2022-31160)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.4.0 or later.","https://www.tenable.com/security/tns-2022-21","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.4.0
","","6.5","3.6","6.0","Medium","","","","2022/10/28","2024/06/13"
"166670","CVE-2022-3498","4.3","Medium","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.4.0 Multiple Vulnerabilities (TNS-2022-21)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.4.0. It is, therefore, affected by multiple vulnerabilities, including:

  - An authenticated attacker could utilize the identical agent and cluster node linking keys to potentially allow for a
    scenario where unauthorized disclosure of agent logs and data is present. (CVE-2022-3499)
  
  - An authenticated attacker could modify the client-side behavior to bypass the protection mechanisms resulting in
    potentially unexpected interactions between the client and server. (CVE-2022-3498)

  - Cross-site scripting in the checkboxradio widget in JQuery UI. (CVE-2022-31160)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.4.0 or later.","https://www.tenable.com/security/tns-2022-21","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.4.0
","","6.5","3.6","6.0","Medium","","","","2022/10/28","2024/06/13"
"166670","CVE-2022-3499","4.3","Medium","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.4.0 Multiple Vulnerabilities (TNS-2022-21)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.4.0. It is, therefore, affected by multiple vulnerabilities, including:

  - An authenticated attacker could utilize the identical agent and cluster node linking keys to potentially allow for a
    scenario where unauthorized disclosure of agent logs and data is present. (CVE-2022-3499)
  
  - An authenticated attacker could modify the client-side behavior to bypass the protection mechanisms resulting in
    potentially unexpected interactions between the client and server. (CVE-2022-3498)

  - Cross-site scripting in the checkboxradio widget in JQuery UI. (CVE-2022-31160)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.4.0 or later.","https://www.tenable.com/security/tns-2022-21","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.4.0
","","6.5","3.6","6.0","Medium","","","","2022/10/28","2024/06/13"
"166959","CVE-2022-3602","7.8","High","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.3.2 Multiple Vulnerabilities (TNS-2022-23)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.3.2. It is, therefore, affected by multiple vulnerabilities, including:

  - A buffer overrun can be triggered in X.509 certificate verification, specifically in name constraint checking.
  (CVE-2022-3786, CVE-2022-3602)

  - In libexpat through 2.4.9, there is a use-after free caused by overeager destruction of a shared DTD in
    XML_ExternalEntityParserCreate in out-of-memory situations. (CVE-2022-43680)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.3.2 or later.","https://www.tenable.com/security/tns-2022-23","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.3.2
","I","7.5","6.1","6.7","High","","IAVA:2022-A-0452-S;CEA-ID:CEA-2022-0036","","2022/11/04","2023/10/05"
"166959","CVE-2022-3786","7.8","High","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.3.2 Multiple Vulnerabilities (TNS-2022-23)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.3.2. It is, therefore, affected by multiple vulnerabilities, including:

  - A buffer overrun can be triggered in X.509 certificate verification, specifically in name constraint checking.
  (CVE-2022-3786, CVE-2022-3602)

  - In libexpat through 2.4.9, there is a use-after free caused by overeager destruction of a shared DTD in
    XML_ExternalEntityParserCreate in out-of-memory situations. (CVE-2022-43680)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.3.2 or later.","https://www.tenable.com/security/tns-2022-23","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.3.2
","I","7.5","6.1","6.7","High","","IAVA:2022-A-0452-S;CEA-ID:CEA-2022-0036","","2022/11/04","2023/10/05"
"166959","CVE-2022-43680","7.8","High","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.3.2 Multiple Vulnerabilities (TNS-2022-23)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.3.2. It is, therefore, affected by multiple vulnerabilities, including:

  - A buffer overrun can be triggered in X.509 certificate verification, specifically in name constraint checking.
  (CVE-2022-3786, CVE-2022-3602)

  - In libexpat through 2.4.9, there is a use-after free caused by overeager destruction of a shared DTD in
    XML_ExternalEntityParserCreate in out-of-memory situations. (CVE-2022-43680)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.3.2 or later.","https://www.tenable.com/security/tns-2022-23","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.3.2
","I","7.5","6.1","6.7","High","","IAVA:2022-A-0452-S;CEA-ID:CEA-2022-0036","","2022/11/04","2023/10/05"
"168980","","","None","127.0.0.1","tcp","0","Enumerate the PATH Variables","Enumerates the PATH variable of the current scan user.","Enumerates the PATH variables of the current scan user.","Ensure that directories listed here are in line with corporate policy.","","Nessus has enumerated the path of the current scan user : 

/usr/local/sbin
/usr/local/bin
/usr/sbin
/usr/bin
/sbin
/bin

","","","","","None","","","","2022/12/21","2025/04/30"
"170167","CVE-2023-0101","9.0","High","127.0.0.1","tcp","0","Tenable Nessus 10.x < 10.4.2 Privilege Escalation (TNS-2023-01)","Tenable Nessus running on the remote host is affected by a privilege escalation vulnerability.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.x prior to 
10.4.2. It is, therefore, affected by a privilege escalation vulnerability. An authenticated attacker could potentially 
execute a specially crafted file to obtain Root or NT AUTHORITY / SYSTEM privileges on the Nessus host.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   
number.","Upgrade to Tenable Nessus version 10.4.2 or later.","https://www.tenable.com/security/tns-2023-01","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.4.2
","I","8.8","7.4","8.2","High","","IAVA:2023-A-0050-S","","2023/01/19","2023/09/21"
"170170","","","None","127.0.0.1","tcp","0","Enumerate the Network Interface configuration via SSH","Nessus was able to parse the Network Interface data on the remote host.","Nessus was able to parse the Network Interface data on the remote host.","n/a","","sh:
","","","","","None","","","","2023/01/19","2025/02/11"
"172124","CVE-2019-11358","7.5","High","127.0.0.1","tcp","0","Tenable Nessus <= 10.4.2 Multiple Vulnerabilities (TNS-2023-09)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.4.2 or 
earlier. It is, therefore, affected by multiple vulnerabilities in OpenSSL prior to version 3.0.8, spin.js prior 
to version 2.3.2, and datatables.net prior to version 1.13.2:
    
    - An attacker that had observed a genuine connection between a client and a server could use the flaw to send trial 
      messages to the server and record the time taken to process them. After a sufficiently large number of messages 
      the attacker could recover the pre-master secret used for the original connection. (CVE-2022-4304)

    - The function PEM_read_bio_ex() reads a PEM file from a BIO and parses and decodes any header data and the payload 
      data. Under certain conditions, a double free will occur. This will most likely lead to a crash. (CVE-2022-4450)

    - The public API function BIO_new_NDEF is a helper function used for streaming ASN.1 data via a BIO. Under certain conditions, 
      the BIO chain is not properly cleaned up and the BIO passed by the caller still retains internal pointers to the previously 
      freed filter BIO. This will most likely result in a crash. (CVE-2023-0215)

    - An invalid pointer dereference on read can be triggered when an application tries to load malformed PKCS7 data. The result of the 
      dereference is an application crash which could lead to a denial of service attack. (CVE-2023-0216)

    - An invalid pointer dereference on read can be triggered when an application tries to check a malformed DSA public key by the 
      EVP_PKEY_public_check() function. This will most likely lead to an application crash. (CVE-2023-0217)

    - A NULL pointer can be dereferenced when signatures are being verified on PKCS7 signed or signedAndEnveloped data. In case the hash 
      algorithm used for the signature is known to the OpenSSL library but the implementation of the hash algorithm is not available the 
      digest initialization will fail. (CVE-2023-0401) 

    - A read buffer overrun can be triggered in X.509 certificate verification, specifically in name constraint checking, which
      might result in a crash which could lead to a denial of service attack. (CVE-2022-4203)

    - All versions of package datatables.net are vulnerable to Prototype Pollution due to an incomplete fix for 
      https:/snyk.io/vuln/SNYK-JS-DATATABLESNET-598806. (CVE-2020-28458)

    - With the package datatables.net before 1.11.3 if an array is passed to the HTML escape entities function it would not 
      have its contents escaped. (CVE-2021-23445)

    - jQuery before 3.4.0, as used in Drupal, Backdrop CMS, and other products, mishandles jQuery.extend(true, {}, ...) because of 
      Object.prototype pollution. If an unsanitized source object contained an enumerable __proto__ property, it could extend the 
      native Object.prototype. (CVE-2019-11358)

    - In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted 
      sources, even after sanitizing it, to one of jQuery DOM manipulation methods may execute untrusted code. (CVE-2020-11023)

    - jquery prior to 1.9.0 allows Cross-site Scripting attacks via the load method that fails to recognize and remove <script> 
      HTML tags that contain a whitespace character and trigger execution of the enclosed script logic. (CVE-2020-7656)","Upgrade to Tenable Nessus version 10.5.0 or later.","https://www.tenable.com/security/tns-2023-09
http://www.nessus.org/u?8230254d","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.0
","","7.3","6.2","6.8","High","","CEA-ID:CEA-2021-0025;CEA-ID:CEA-2021-0004;CISA-KNOWN-EXPLOITED:2025/02/13","","2023/03/06","2025/01/24"
"172124","CVE-2020-11023","7.5","High","127.0.0.1","tcp","0","Tenable Nessus <= 10.4.2 Multiple Vulnerabilities (TNS-2023-09)","Tenable Nessus running on the remote host is affected by multiple vulnerabilities.","According to its self-reported version, the Tenable Nessus application running on the remote host is 10.4.2 or 
earlier. It is, therefore, affected by multiple vulnerabilities in OpenSSL prior to version 3.0.8, spin.js prior 
to version 2.3.2, and datatables.net prior to version 1.13.2:
    
    - An attacker that had observed a genuine connection between a client and a server could use the flaw to send trial 
      messages to the server and record the time taken to process them. After a sufficiently large number of messages 
      the attacker could recover the pre-master secret used for the original connection. (CVE-2022-4304)

    - The function PEM_read_bio_ex() reads a PEM file from a BIO and parses and decodes any header data and the payload 
      data. Under certain conditions, a double free will occur. This will most likely lead to a crash. (CVE-2022-4450)

    - The public API function BIO_new_NDEF is a helper function used for streaming ASN.1 data via a BIO. Under certain conditions, 
      the BIO chain is not properly cleaned up and the BIO passed by the caller still retains internal pointers to the previously 
      freed filter BIO. This will most likely result in a crash. (CVE-2023-0215)

    - An invalid pointer dereference on read can be triggered when an application tries to load malformed PKCS7 data. The result of the 
      dereference is an application crash which could lead to a denial of service attack. (CVE-2023-0216)

    - An invalid pointer dereference on read can be triggered when an application tries to check a malformed DSA public key by the 
      EVP_PKEY_public_check() function. This will most likely lead to an application crash. (CVE-2023-0217)

    - A NULL pointer can be dereferenced when signatures are being verified on PKCS7 signed or signedAndEnveloped data. In case the hash 
      algorithm used for the signature is known to the OpenSSL library but the implementation of the hash algorithm is not available the 
      digest initialization will fail. (CVE-2023-0401) 

    - A read buffer overrun can be triggered in X.509 certificate verification, specifically in name constraint checking, which
      might result in a crash which could lead to a denial of service attack. (CVE-2022-4203)

    - All versions of package datatables.net are vulnerable to Prototype Pollution due to an incomplete fix for 
      https:/snyk.io/vuln/SNYK-JS-DATATABLESNET-598806. (CVE-2020-28458)

    - With the package datatables.net before 1.11.3 if an array is passed to the HTML escape entities function it would not 
      have its contents escaped. (CVE-2021-23445)

    - jQuery before 3.4.0, as used in Drupal, Backdrop CMS, and other products, mishandles jQuery.extend(true, {}, ...) because of 
      Object.prototype pollution. If an unsanitized source object contained an enumerable __proto__ property, it could extend the 
      native Object.prototype. (CVE-2019-11358)

    - In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted 
      sources, even after sanitizing it, to one of jQuery DOM manipulation methods may execute untrusted code. (CVE-2020-11023)

    - jquery prior to 1.9.0 allows Cross-site Scripting attacks via the load method that fails to recognize and remove <script> 
      HTML tags that contain a whitespace character and trigger execution of the enclosed script logic. (CVE-2020-7656)","Upgrade to Tenable Nessus version 10.5.0 or later.","https://www.tenable.com/security/tns-2023-09
http://www.nessus.org/u?8230254d","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.0
","","7.3","6.2","6.8","High","","CEA-ID:CEA-2021-0025;CEA-ID:CEA-2021-0004;CISA-KNOWN-EXPLOITED:2025/02/13","","2023/03/06","2025/01/24"
